tweet,obama_score,romney_score
"RT @DABieberDimples: Scooter: ""everyone greeted obama with a handshake &amp; pleasure to meet you Mr president."" then came bieber's turn ...",obama=+1,romney=na
RT @thinkprogress: Romney refused to provide accurate birth certificates for children of same-sex parent,obama=na,romney=-1
RT @NBCNews: Colin Powell endorses Obama for second term  citing president's efforts in Afghanistan and tackling terroris,obama=+1,romney=na
RT @KenInEastman: I love it! #Obama at Columbia!  LOL RT @Part_Deux: Heh,obama=+1,romney=na
RT @WAGNERGIRLE: Obama killed Osama? Funny I don't remember seeing him there,obama=-1,romney=na
RT @EWErickson: Obama puts out ad comparing voting for him to losing ur virginity. His problem is many treat 2008 as 1 night stand they' ...,obama=-1,romney=na
New blog posting  Waiting for Air Force One - President Obama's America Forward! Tour in Cleveland  Ohio,obama=+1,romney=na
@BarackObama me too mr Obama sir !!! I voted !!!,obama=+1,romney=na
RT @billmaher: I'm tired of every Republican politician being a medical supergenius on vaginas. I want to hear gynecologists talk about  ...,obama=na,romney=-1
RT @fivethirtyeight: Obama 72% to win Electoral College in tonight's 538 forecast (71% yesterday),obama=+1,romney=na
RT @RadioPakistan: #Pakistani community in #Chicago favours #Obama in US presidential poll,obama=+1,romney=na
"I said vote for Mitt Romney (: And this nigga said "" dude kill yoself """,obama=-1,romney=+1
Sun Sentinel endorses Mitt Romney for president,obama=na,romney=+1
@TheDemocrats Romney is a Mormon. Mormons thinks women are sex slaves!,obama=na,romney=-1
RT @LiberalCanuck: President Obama will be on #morningjoe on Monday!!,obama=+1,romney=na
RT @TuxcedoCat: Mitt Romney is so dangerously ignorant and willfully irresponsible. He lies  has no values  no positions and appears wil ...,obama=na,romney=-1
I want Romney to die in #HurricaneSandy #SorryNotSorry,obama=na,romney=-1
RT @RightCandidates: Obama's On-The-Run Al-Qaeda calls on Muslims to kidnap Westerner,obama=-1,romney=na
VOTE.     FOR.       ROMNEY                    CAUSE AMERICANS BOW TO NO ONE   FEAR NOTHING  AND SAVE LIVES NOT LET THEM DIE.,obama=na,romney=+1
RT @jilevin: Think Progress: 'Anti-Business' Obama Is Is Best President For Corporate Profits Since 190,obama=-1,romney=na
RT @JedediahBila: Liberals excited that The New York Times endorsed Obama have to be kidding me. In other shocking news  Obama voted for ...,obama=-1,romney=na
"@IamGBJ11 I'm a Romney guy  but even I can call this ignorant - not to mention she wrote ""there"" instead of ""their""",obama=na,romney=+1
RT @KyleJBerube: if u say bloody romney 3 times in a mirror w/lights out mitt romney will pop out of the mirror and take away your basic ...,obama=na,romney=-1
RT @Mikeaveli: This weather on some Mitt Romney SHIT! #BULLSHIT,obama=na,romney=-1
RT @dphaw: I wish I could vote for Romney twice but we all know that's only reserved for Democrats.,obama=na,romney=+1
RT @AHurricaneSandy: LOL JUST THREW A PRIUS INTO A FIELD CUZ THE BITCH HAD A ROMNEY 2012 BUMBER STICKER.,obama=na,romney=-1
RT @TheDailyEdge: How much contempt does Romney have for #Ohio workers? Jeep says he lied to Ohioans about their moving to China. Romney ...,obama=na,romney=-1
RT @LiterallyFedUp: #7hoursofHell begging for help  waiting for #Obama to send in the calvary. Betrayed by a sitting president until the ...,obama=-1,romney=na
"RT @kesgardner: Paper that had endorsed Obama in 2008: ""We were wrong. This year  we endorse Republican Mitt Romney for president."" http ...",obama=-1,romney=+1
@whiteshot Hi  Dan.  Thanks for following me.  Looking forward to your tweets.  Have a great week.  Go Romney!,obama=na,romney=+1
"""The election will take care of itself next week."" - Obama #sandy",obama=+1,romney=na
RT @_obeyashlee: Obama these nuts  Romney that ass.,obama=-1,romney=-1
RT @m_mcaulay: 5 Reasons to Vote Romney  Not Obama,obama=-1,romney=+1
RT @kingsleyyy: Can you go stand in the middle of traffic? RT @realDonaldTrump: Obama is now standing in a puddle acting like a Presiden ...,obama=-1,romney=na
RT @pearly2004: YOU'VE GOT to watch this video! Weapons going to Al-Qaeda with the help of OBAMA! What the hell is going on,obama=-1,romney=na
"RT @WOWFactsOfLife: President Obama was known to be a heavy marijuana smoker in his teen/college days. His nickname used to be ""Barack O ...",obama=-1,romney=na
RT @Dudette9t9: A veteran whose son is serving in #Afghanistan shares why he supports Pres #Obama &amp; how we can Keep VA Blu,obama=+1,romney=na
RT @KattWillliams: Mitt Romney looks like the dude in the elevator who acts like he doesn't see you coming and lets the fucking doors close.,obama=na,romney=-1
#obama Liberals are acting like they're replacing Ineffective Obama with some New and Improved Obama.  He's the same failure.,obama=-1,romney=na
Martin Sheen: Romney is stupid  arrogan,obama=na,romney=-1
RT @Annie_Bannany: @VoiceofaPatriot Tell Geraldo that  unlike Obama  we don't apologize to terrorists.,obama=-1,romney=na
"RT @BorowitzReport: ""As Republicans go from Abraham Lincoln to Teddy Roosevelt to Mitt Romney  no wonder they don't believe in evolution ...",obama=na,romney=-1
wow... amazing the Polls shot up like a rocket in Florida giving Mitt Romney a huge 57% lead! Every minute we see growth!,obama=na,romney=+1
RT @stevegerritsen: On the #RomneyRyan2012 bus to CO. Live Tweeting. See this former #Obama supporter  now for #Romney,obama=-1,romney=+1
@GovChristie Played by Obama.  They are laughing and calling you Charlie Crist. Just sad.,obama=-1,romney=na
@AUgrad1997 @pecosroybean omg I so have maggots in my brain ugh fuck u both can't wait to make fun of you when Obama wins,obama=+1,romney=na
RT @lfrankurban: Rupert Murdoch: Chris Christie Must 'Re-Declare' For Mitt Romney 'Or Take Blame,obama=na,romney=+1
RT @TheOnlyDJQualls: Everyone else  find your inner empowered black woman &amp; vote to reelect Obama this Tuesday. I fear for our count ...,obama=+1,romney=na
RT @NoelSheppard: Freudian Slip: Candy Crowley Calls Him 'President Romney,obama=na,romney=+1
Black Grassroots Activists Protest #Obama Fundraiser  City Hall  &amp; @ABC7Chicag,obama=+1,romney=na
RT @LuvThaFunk: Everybody still needs 2 vote 2 make happenRT @SusieFierce: Ooh  Nate now has Obama's chance of winning at 85.1% ^^^ \0/  ...,obama=+1,romney=na
Dennis Miller slams Obama for Libya  'revenge' remark: 'Stinks at his job and is a nasty guy,obama=-1,romney=na
"RT @BarackObama: President Obama: ""No matter how tough times are  we're all in this together. We rise and fall as one nation  as one peo ...",obama=+1,romney=na
"Cuban Born John Sununu  Former Gov (NH) Says ""Obama (Born In Hawaii) Should Learn To Be An American."" What Am I Not Understanding Here?",obama=-1,romney=na
"RT @XGirlNYC: #HomeDepot founder said Obama voters ""should be shot."" Say again how #RomneyStench and base are not #Hateful. #FAIL",obama=-1,romney=na
RT @ShaundRoss: Mitt Romney Might As Well Vote For Obama Too !!,obama=+1,romney=-1
RT @LOLGOP: Mitt Romney as president would be a disaster for the countr,obama=na,romney=-1
Yes Obama threatens 'Judeo-Christian values' GOP cherrypicks to squash healthcare  education  equality,obama=-1,romney=na
RT @Sh_tNobody_Says: I hope Mitt Romney becomes president!!,obama=na,romney=+1
RT @TheTimmyTebow: I'm predicting Obama will take an early lead tomorrow...,obama=+1,romney=na
lets move #Forward by getting rid of obama,obama=-1,romney=na
Republican and Voting for President Obama,obama=+1,romney=na
RT @uoy_kcuf_: If Romney wins im moving to the Philippines.,obama=na,romney=-1
Yap you the only one RT @TLMakeHerSayAYE: Am I the only one who is not as confident as I should about Obama winning this election??,obama=-1,romney=na
RT @lilkeith95: Rt for Obama,obama=+1,romney=na
RT @_iTweet_RANDOM: IF ROMNEY WIN . . . . . . *drops mic* . . . . . . . *plays riot by 2 chainz*,obama=na,romney=-1
RT @RepublicanGOP: America's voice will be heard loud and clear during the election 2012 #ByeByeObama,obama=-1,romney=na
people voting for obama have jobs too... so your republicans getting off work tweet is irrelevant,obama=+1,romney=-1
RT @iAM_BreezyJ: vote Obama!  :),obama=+1,romney=na
RT @TheDailyEdge: He ran to Paris during Vietnam. He pioneered outsourcing to China. He banks in Switzerland. Romney's biggest talent: b ...,obama=na,romney=-1
RT @bigdev55: I just retweeted 2 things that were so false haha I'm as republican as it gets! #VoteWhite,obama=na,romney=+1
RT @jess_me_at_six: The polls will be opened in only a matter of hours and the thought of people actually voting for Romney is petrifying,obama=na,romney=-1
RT @fortyninerlove: @GtotheAnB @LadyDi0723. God Bless #Romney 2012,obama=na,romney=+1
"RT @x3500COCOx: IF YOU VOTING TOMORROW DO NOT SELECT ""ALL DEMOCRATS"" BEFORE U SELECT OBAMA. IF U DO OBAMA WILL BE REMOVED FROM THE BALLO ...",obama=-1,romney=na
RT @kesgardner: Iowa may be tipping to Mitt. Obama's path to 270 is getting harder. --&gt,obama=-1,romney=+1
Lemmy is against Romney. In a perfect world that would grant a 100% for Obama. #motorhead,obama=+1,romney=-1
Mitt Romney Flip-Flops On Rising Of The Ocean,obama=na,romney=+1
RT @MMFlint: Rise &amp; shine  here we go! Take an Obama election day photo and tweet it to me with #2012photos &amp; I'll post on my si ...,obama=+1,romney=na
RT @AVB_JLD: I'd b devastated if #Romney wins...,obama=na,romney=-1
@RSANTIAGOHUDSON if I was a US citizen  I would for sure vote for OBAMA... Fingers crossed ;-),obama=+1,romney=na
would yall rather me vote for romney....or not vote at all ...lol,obama=na,romney=+1
RT @TheyLuv_Jazzie: VOTE OBAMA VOTE OBAMA VOTE OBAMA VOTE OBAMA VOTE OBAMA VOTE OBAMA VOTE OBAMA VOTE OBAMA VOTE OBAMA VOTE OBAMA VOTE O ...,obama=+1,romney=na
RT @_BeautifulTrice: Obama is down 3% because of how many idiots are posting pics on Instagram and etc . ! please be smart and RT this s ...,obama=+1,romney=na
Hope Barack Obama stays the president of America,obama=+1,romney=na
"""@45_Shawdy: Go Obama.....Cnt remember da other nigga name but fuck'em!!!!!!!My president still black""",obama=-1,romney=na
"Just saw a tweet saying "" if ages 13-17 could vote Obama would win by millions."" #areyoudumb #gotoschool",obama=-1,romney=na
"RT @FckYou_imFlyy: Romney talks about Obama. Obama talks about the nation. Romney says ""I."" Obama says ""We."" Pay attention to the small  ...",obama=+1,romney=-1
@COOOLASFUKK now why you vote for Romney lmao,obama=na,romney=-1
RT @SUPREME_Corttt: Yo.. You're not going anywhere if Mitt Romney wins. You're going to wake your ass up in the morning &amp;Go to work  ...,obama=na,romney=-1
RT @iimNEEK: Mann all ii want is to move FORWARD OBAMA,obama=+1,romney=na
RT @EcheMadubuike: Romney talks about Obama. Obama talks about the nation. Romney says 'I' while Obama says 'We.' Pay attention to the s ...,obama=+1,romney=-1
I think Obama will win Florida  I really hope so.,obama=+1,romney=na
RT @_______Vanilla: #ImSickOf Romney ugly self. We #TeamObama,obama=+1,romney=-1
RT @JacobJewels_: Ohio   Florida  and Virginia SHOW FAVOR TOWARDS OBAMA pleasssseeee,obama=+1,romney=na
"RT @NiggaStewStew: ""IF ROMNEY WINS I'm moving to ______"" no  you gon stay your broke ass right here. Shut the fuck up.",obama=na,romney=-1
Florida needs to vote for Obama!!,obama=+1,romney=na
im sorry  but if you tweet anything about Obama and Ohana rhyming  you're gay as shit.,obama=-1,romney=na
RT @HarperGaines: Obama is the anti-Christ. The world will end this year. Shitty,obama=-1,romney=na
RT @Darkskin: You can block...unfollow...report as spam...tell ya mama i aint SH*T...do whatever you LIKE!! But my president is BARACK O ...,obama=+1,romney=na
What I wanna know is how are we screwed or how is the world gonna end cause Obama won? #TellMe #JustTellMe,obama=-1,romney=na
Obama victory tweets blowing up my news feed (:,obama=+1,romney=na
RT @jordyn_ashlee: I really wanna see if Romney is gonna FINALLY have some respect for Obama in his speech...,obama=+1,romney=0
"RT @Ayankhayro: Mitt Romney said ""If you can't afford college  school isn't for you."" Well Mitt  if you can't win the election  the pres ...",obama=na,romney=-1
RT @JamaineB92: The OBAMA FAMILY Is A BEAUTIFUL Family That Will Go Down In HISTORY!!!,obama=-1,romney=na
don't care about america or Obama,obama=-1,romney=na
RT @BBCBreaking: Watch President #Obama victory speech in ful,obama=+1,romney=na
RT @justinbieber: alot of emotions right now. congrats President Obama...Im Canadian. Im good. #FreeHealthcare :),obama=+1,romney=na
Obama wins,obama=+1,romney=na
thank god obama won,obama=+1,romney=na
Obama A Winner,obama=+1,romney=na
RT @saranjaymanohar: Obama = Obviously Better At Managing America,obama=+1,romney=na
The president wins the election and writes us a letter,obama=+1,romney=na
"RT @tnyfrontrow: The difference is clear: Romney calls Ann ""the best choice I've ever made""; Obama calls Michelle ""the woman who agreed  ...",obama=+1,romney=-1
RT @ChrisCuomo: #2Terms Good luck to President Obama. I hope he responds to the need that exists. Politics is over. People are the priority.,obama=+1,romney=na
Excited that the election is over and was successful. And still astounded at the number of people that actually voted for #Romney.,obama=+1,romney=0
RT @KimsThoughts_: happy birthday obama,obama=+1,romney=na
#SadIceCreamFlavors hitler obama billboar,obama=-1,romney=na
DOWN TO EARTH: merakyat. Barrack Obama is a DOWN TO EARTH person. No wonder most of American voted for him in the election.,obama=-1,romney=na
RT @KariiXJets: Dear Barack  I know u just a puppet but I'm giving u props. You lying to the public like it ain't nothing &amp; I just l ...,obama=-1,romney=na
RT @beardedstoner: Irrational Obamaphobic billionaires should have to match what they gave to Romney towards the national debt now.,obama=-1,romney=0
RT @realDonaldTrump: Russian leaders are publicly celebrating Obama's reelection.  They can't wait to see how flexible Obama will be now.,obama=+1,romney=na
@_yeorurus yeah some hyoyeon cuts i saw last week i got just dead.. that iy2 cut she said obama last name is o just.dead.,obama=-1,romney=na
RT @KattWillliams: Obama rhymes with Ohana. Ohana means family &amp; family means nobody gets left behind. Mitt rhymes with shit.,obama=+1,romney=-1
RT @ToConservatives: Nov 8 Conservative Update: Boehner created no jobs  McRomney never released his tax returns  racists still hate Oba ...,obama=0,romney=-1
RT @AgainstTeaParty: Vote for Obama and a Democratic Party majority in congress so we can change this! Via: The People's Uprising http:/ ...,obama=+1,romney=na
LT and you know  Obama can just give me a free ride through life,obama=+1,romney=na
RT @clamswan: Obama thinks Patreus exercised poor Judgment in having affair but he had Clinton campaign for him during the election. #Pr ...,obama=-1,romney=na
RT @AP: AP RACE CALL: Obama wins Florida  topping Romney in final electoral vote tally 332 to 206.,obama=+1,romney=-1
The Romney Campaign and @FOXNews' Shameless Exploitation of Benghaz,obama=na,romney=-1
Now I know how citizens in Chicago feel. I've lost trust in gov't (Obama  FBI  CIA  Eric Holder  Hillary  Ambassador Rice  Panetta  etc.),obama=-1,romney=na
